RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           47     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  648  908     1    21  con    0   1.0D+00   3.5D-01  1.896D+01  3.978D+03
  649  909     1    21  con    0   1.0D+00   6.1D-01  1.895D+01  3.978D+03
  650  911     1    21  con    1   1.7D-01   1.2D-01  1.895D+01  3.978D+03
  651  912     1    21  con    0   1.0D+00   4.6D-01  1.895D+01  3.978D+03
  652  913     1    21  con    0   1.0D+00   1.5D-01  1.895D+01  3.978D+03
  653  914     1    21  bnd    0   1.0D+00   4.8D-01  1.895D+01  3.978D+03
  654  915     1    22  con    0   1.0D+00   2.0D-02  1.895D+01  3.978D+03
  655  916     1    22  con    0   1.0D+00   3.9D-01  1.895D+01  3.978D+03
  656  917     1    22  con    0   1.0D+00   3.0D-01  1.895D+01  3.978D+03
  657  918     1    22  con    0   1.0D+00   1.2D-01  2.105D+01  3.978D+03
  658  920     1    21  bnd    1   5.1D-01   1.4D-01  1.041D+01  3.978D+03
  659  922     1    22  con    1   4.9D-01   9.1D-02  1.895D+01  3.978D+03
  660  923     1    22  con    0   1.0D+00   8.2D-02  1.895D+01  3.978D+03
  661  924     1    22  con    0   1.0D+00   2.7D-01  1.895D+01  3.978D+03
  662  925     1    22  con    0   1.0D+00   9.4D-02  1.895D+01  3.978D+03
  663  926     1    22  con    0   1.0D+00   1.6D-01  1.895D+01  3.978D+03
  664  927     1    22  con    0   1.0D+00   4.9D-02  9.173D-01  3.978D+03
  665  928     1    22  con    0   1.0D+00   1.6D-01  1.070D+01  3.978D+03
  666  929     1    22  con    0   1.0D+00   1.7D-01  1.894D+01  3.978D+03
  667  930     1    22  con    0   1.0D+00   5.0D-02  9.297D-01  3.978D+03
  668  931     1    22  con    0   1.0D+00   1.0D-01  1.043D+01  3.978D+03
  669  932     1    22  con    0   1.0D+00   2.7D-02  3.290D+00  3.978D+03
  670  933     1    22  con    0   1.0D+00   1.2D-01  2.186D+00  3.978D+03
  671  934     1    22  con    0   1.0D+00   4.4D-02  6.707D+00  3.978D+03
  672  935     1    22  con    0   1.0D+00   6.9D-03  8.462D-01  3.978D+03
  673  936     1    22  con    0   1.0D+00   2.3D-01  1.923D+00  3.978D+03
  674  938     1    22  con    1   2.4D-01   1.8D-01  1.894D+01  3.978D+03
  675  940     1    22  con    1   2.3D-01   1.7D-01  1.893D+01  3.978D+03
  676  942     1    22  con    1   3.2D-01   8.9D-02  1.893D+01  3.978D+03
  677  943     1    22  con    0   1.0D+00   3.2D-01  1.892D+01  3.978D+03
  678  944     1    22  con    0   1.0D+00   4.2D-01  2.108D+01  3.978D+03
  679  946     1    20  bnd    1   3.5D-01   1.7D-01  1.892D+01  3.978D+03
  680  947     1    22  con    0   1.0D+00   1.0D-01  1.892D+01  3.978D+03
  681  948     1    22  con    0   1.0D+00   2.4D-02  1.891D+01  3.978D+03
  682  949     1    22  con    0   1.0D+00   1.5D-01  1.891D+01  3.978D+03
  683  950     1    22  con    0   1.0D+00   6.2D-02  2.160D+01  3.978D+03
  684  951     1    18  bnd    0   1.0D+00   1.1D-01  1.890D+01  3.978D+03
  685  952     1    22  con    0   1.0D+00   6.2D-02  1.890D+01  3.978D+03
  686  954     1    22  con    1   5.0D+00   2.6D-01  1.890D+01  3.978D+03
  687  955     1    22  con    0   1.0D+00   1.5D-01  1.890D+01  3.978D+03
  688  956     1    22  con    0   1.0D+00   8.5D-02  9.052D+00  3.978D+03
  689  958     1    22  con    1   3.7D-01   6.6D-02  1.889D+01  3.978D+03
  690  960     1    22  con    1   4.0D-01   8.7D-02  1.889D+01  3.978D+03
  691  961     1    22  con    0   1.0D+00   1.5D-01  1.888D+01  3.978D+03
  692  962     1    22  con    0   1.0D+00   1.3D-01  1.660D+01  3.978D+03
  693  964     1    22  con    1   4.9D-01   1.1D-01  1.888D+01  3.978D+03
  694  965     1    22  con    0   1.0D+00   1.6D-01  1.887D+01  3.978D+03
  695  966     1    22  con    0   1.0D+00   1.2D-01  2.644D+00  3.978D+03
  696  968     1    22  con    1   3.7D-01   7.3D-02  1.887D+01  3.978D+03
  697  970     1    22  con    1   3.4D-01   7.8D-02  1.887D+01  3.978D+03
  698  971     1    22  con    0   1.0D+00   7.0D-02  1.886D+01  3.978D+03
  699  972     1    22  con    0   1.0D+00   5.9D-02  1.118D+01  3.978D+03
  700  974     1    22  con    1   4.7D-01   7.3D-02  1.886D+01  3.978D+03
  701  976     1    22  con    1   3.9D-01   7.8D-02  1.886D+01  3.978D+03
  702  977     1    22  con    0   1.0D+00   1.6D-01  1.885D+01  3.978D+03
  703  978     1    22  con    0   1.0D+00   7.7D-02  1.494D+00  3.978D+03
  704  980     1    22  con    1   3.2D-01   6.5D-02  1.029D+01  3.978D+03
  705  982     1    22  con    1   2.0D-01   7.4D-02  1.884D+01  3.978D+03
  706  983     1    22  con    0   1.0D+00   7.6D-02  1.884D+01  3.978D+03
  707  984     1    22  con    0   1.0D+00   4.3D-02  1.884D+01  3.978D+03
  708  985     1    22  con    0   1.0D+00   8.6D-02  1.884D+01  3.978D+03
  709  986     1    22  con    0   1.0D+00   1.6D-01  1.883D+01  3.978D+03
  710  987     1    22  con    0   1.0D+00   9.4D-02  2.117D+01  3.978D+03
  711  989     1    20  bnd    1   3.4D-01   9.2D-02  3.953D+00  3.978D+03
  712  991     1    22  con    1   1.9D-01   4.1D-02  1.786D+01  3.978D+03
  713  992     1    22  con    0   1.0D+00   3.5D-02  1.882D+01  3.978D+03
  714  993     1    22  con    0   1.0D+00   4.2D-02  1.847D+01  3.978D+03
  715  994     1    22  con    0   1.0D+00   5.0D-02  1.882D+01  3.978D+03
  716  995     1    22  con    0   1.0D+00   8.9D-02  7.973D+00  3.978D+03
  717  997     1    22  con    1   3.6D-01   5.6D-02  1.881D+01  3.978D+03
  718  998     1    22  con    0   1.0D+00   1.3D-01  1.881D+01  3.978D+03
  719  999     1    22  con    0   1.0D+00   2.4D-02  1.290D+01  3.978D+03
  720 1000     1    22  con    0   1.0D+00   7.1D-02  8.715D+00  3.978D+03
  721 1002     1    22  con    1   5.2D-01   3.7D-02  1.719D+01  3.978D+03
  722 1003     1    22  con    0   1.0D+00   2.7D-02  1.280D+01  3.978D+03
  723 1004     1    22  con    0   1.0D+00   4.7D-02  8.550D+00  3.978D+03
  724 1005     1    22  con    0   1.0D+00   7.3D-02  1.049D+01  3.978D+03
  725 1006     1    22  con    0   1.0D+00   9.2D-02  1.241D+01  3.978D+03
  726 1008     1    22  bnd    1   1.6D-01   6.9D-02  3.727D+00  3.978D+03
  727 1010     1    22  con    1   4.9D-01   2.2D-02  8.208D+00  3.978D+03
  728 1011     1    22  con    0   1.0D+00   1.7D-02  7.074D+00  3.978D+03
  729 1012     1    22  con    0   1.0D+00   4.1D-02  3.641D+00  3.978D+03
  730 1013     1    22  con    0   1.0D+00   5.0D-02  6.158D+00  3.978D+03
  731 1014     1    22  bnd    0   1.0D+00   6.5D-02  2.209D+00  3.978D+03
  732 1015     1    23  con    0   1.0D+00   1.5D-02  1.596D+00  3.978D+03
  733 1016     1    23  con    0   1.0D+00   2.9D-02  2.748D+00  3.978D+03
  734 1017     1    23  con    0   1.0D+00   2.2D-02  1.270D+00  3.978D+03
  735 1018     1    23  con    0   1.0D+00   3.1D-02  1.139D+00  3.978D+03
  736 1020     1    23  con    1   8.8D-02   1.4D-02  6.143D+00  3.978D+03
  737 1021     1    23  con    0   1.0D+00   4.5D-02  7.913D+00  3.978D+03
  738 1022     1    23  con    0   1.0D+00   2.7D-02  9.036D-01  3.978D+03
  739 1023     1    23  con    0   1.0D+00   7.1D-02  1.032D+01  3.978D+03
  740 1024     1    23  con    0   1.0D+00   3.0D-02  5.907D+00  3.978D+03
  741 1026     1    23  con    1   4.6D-01   1.2D-01  1.535D+01  3.978D+03
  742 1027     1    23  bnd    0   1.0D+00   3.1D-01  1.876D+01  3.978D+03
  743 1028     1    24  con    0   1.0D+00   5.1D-02  2.141D+01  3.978D+03
  744 1029     1    11  bnd    0   1.0D+00   4.5D-02  1.505D+01  3.978D+03
  745 1030     1    24  con    0   1.0D+00   1.8D-02  6.247D+00  3.978D+03
  746 1031     1    24  con    0   1.0D+00   6.5D-03  6.422D+00  3.978D+03
  747 1032     1    24  con    0   1.0D+00   2.5D-02  1.376D+01  3.978D+03
  748 1033     1    24  con    0   1.0D+00   6.3D-02  2.017D+00  3.978D+03
  749 1035     1    24  con    1   2.4D-01   4.9D-02  1.640D+01  3.978D+03
  750 1036     1    24  con    0   1.0D+00   8.7D-02  1.878D+01  3.978D+03
  751 1037     1    24  con    0   1.0D+00   3.1D-02  1.878D+01  3.978D+03
  752 1038     1    24  con    0   1.0D+00   3.9D-02  1.878D+01  3.978D+03
  753 1040     1    24  con    1   1.9D-01   1.9D-01  1.879D+01  3.978D+03
  754 1042     1    24  con    1   4.3D-01   2.0D-02  4.747D+00  3.978D+03
  755 1043     1    24  con    0   1.0D+00   8.3D-02  5.455D+00  3.978D+03
  756 1045     1    24  con    1   2.6D-01   5.6D-02  1.880D+01  3.978D+03
  757 1046     1    24  con    0   1.0D+00   8.0D-02  1.880D+01  3.978D+03
  758 1047     1    24  con    0   1.0D+00   7.8D-02  2.365D+00  3.978D+03
  759 1049     1    24  con    1   2.8D-01   7.5D-02  1.880D+01  3.978D+03
  760 1051     1    24  con    1   5.0D-01   8.9D-02  1.880D+01  3.978D+03
  761 1052     1    24  con    0   1.0D+00   8.7D-02  1.879D+01  3.978D+03
  762 1053     1    24  con    0   1.0D+00   6.2D-02  8.620D-01  3.978D+03
  763 1055     1    24  con    1   2.8D-01   8.5D-02  1.879D+01  3.978D+03
  764 1057     1    24  con    1   3.8D-01   6.7D-02  1.879D+01  3.978D+03
  765 1058     1    24  con    0   1.0D+00   6.4D-02  1.878D+01  3.978D+03
  766 1059     1    24  con    0   1.0D+00   8.2D-02  7.875D+00  3.978D+03
  767 1061     1    24  con    1   2.6D-01   6.3D-02  1.878D+01  3.978D+03
  768 1062     1    24  con    0   1.0D+00   1.3D-01  1.878D+01  3.978D+03
  769 1063     1    24  con    0   1.0D+00   3.3D-02  1.102D+01  3.978D+03
  770 1064     1    24  con    0   1.0D+00   1.4D-01  1.877D+01  3.978D+03
  771 1065     1    24  con    0   1.0D+00   7.4D-02  1.877D+01  3.978D+03
  772 1066     1    24  con    0   1.0D+00   8.0D-02  1.542D+01  3.978D+03
  773 1068     1    24  con    1   2.1D-01   9.5D-02  6.571D+00  3.978D+03
  774 1070     1    24  con    1   1.5D-01   5.2D-02  1.877D+01  3.978D+03
  775 1071     1    24  con    0   1.0D+00   4.7D-02  1.876D+01  3.978D+03
  776 1072     1    24  con    0   1.0D+00   1.0D-01  1.876D+01  3.978D+03
  777 1073     1    24  con    0   1.0D+00   5.6D-02  8.983D+00  3.978D+03
  778 1075     1    24  con    1   4.4D-01   5.6D-02  1.743D+01  3.978D+03
  779 1076     1    24  con    0   1.0D+00   8.1D-02  1.802D+01  3.978D+03
  780 1078     1    24  con    1   3.0D-01   1.2D-01  1.875D+01  3.978D+03
  781 1079     1    24  con    0   1.0D+00   6.9D-02  1.101D+00  3.978D+03
  782 1080     1    24  con    0   1.0D+00   1.2D-01  1.552D+01  3.978D+03
  783 1081     1    24  con    0   1.0D+00   2.5D-02  5.364D+00  3.978D+03
  784 1082     1    24  con    0   1.0D+00   2.9D-02  1.384D+00  3.978D+03
  785 1083     1    24  con    0   1.0D+00   1.4D-01  8.068D+00  3.978D+03
  786 1085     1    24  con    1   3.9D-01   6.8D-02  1.477D+01  3.978D+03
  787 1086     1    24  con    0   1.0D+00   1.6D-01  1.874D+01  3.978D+03
  788 1088     1    24  con    1   4.1D-01   3.7D-02  4.962D+00  3.978D+03
  789 1089     1    24  con    0   1.0D+00   7.3D-02  1.098D+01  3.978D+03
  790 1090     1    24  con    0   1.0D+00   7.2D-02  1.776D+01  3.978D+03
  791 1091     1    24  con    0   1.0D+00   1.3D-02  9.232D+00  3.978D+03
  792 1092     1    24  con    0   1.0D+00   5.6D-02  4.254D+00  3.978D+03
  793 1093     1    24  con    0   1.0D+00   9.2D-02  1.434D+01  3.978D+03
  794 1094     1    24  con    0   1.0D+00   1.3D-01  1.687D+01  3.978D+03
  795 1095     1    24  con    0   1.0D+00   9.7D-02  2.132D+01  3.978D+03
  796 1097     1    22  bnd    1   2.8D-01   9.5D-02  5.009D+00  3.978D+03
  797 1100     1    24  con    2   5.1D-02   4.8D-02  7.291D+00  3.978D+03
  798 1101     1    24  con    0   1.0D+00   2.8D-02  1.036D+01  3.978D+03
  799 1102     1    24  con    0   1.0D+00   5.2D-02  1.101D+01  3.978D+03
  800 1103     1    24  con    0   1.0D+00   3.7D-02  7.445D+00  3.978D+03
  801 1104     1    24  con    0   1.0D+00   4.7D-02  5.576D+00  3.978D+03
  802 1105     1    24  con    0   1.0D+00   7.7D-02  1.073D+01  3.978D+03
  803 1106     1    24  con    0   1.0D+00   7.3D-02  2.961D+00  3.978D+03
  804 1108     1    24  con    1   3.6D-01   3.5D-02  8.283D+00  3.978D+03
  805 1109     1    24  con    0   1.0D+00   7.7D-02  1.002D+01  3.978D+03
  806 1110     1    24  con    0   1.0D+00   9.6D-03  6.745D+00  3.978D+03
  807 1111     1    24  con    0   1.0D+00   4.9D-02  2.877D+00  3.978D+03
  808 1112     1    24  con    0   1.0D+00   6.5D-02  1.190D+01  3.978D+03
  809 1113     1    24  con    0   1.0D+00   2.8D-02  5.903D+00  3.978D+03
  810 1114     1    24  con    0   1.0D+00   7.4D-02  4.518D+00  3.978D+03
  811 1115     1    24  con    0   1.0D+00   8.5D-02  4.914D+00  3.978D+03
  812 1117     1    24  con    1   3.2D-01   2.4D-02  3.390D+00  3.978D+03
  813 1118     1    24  con    0   1.0D+00   1.2D-01  3.798D+00  3.978D+03
  814 1119     1    24  con    0   1.0D+00   5.8D-02  3.191D+00  3.978D+03
  815 1120     1    24  con    0   1.0D+00   2.7D-01  8.344D+00  3.978D+03
  816 1122     1    24  con    1   4.2D-01   6.1D-02  4.463D+00  3.978D+03
  817 1123     1    24  con    0   1.0D+00   1.4D-01  1.056D+00  3.978D+03
  818 1124     1    24  con    0   1.0D+00   4.5D-02  6.862D-01  3.978D+03
  819 1125     1    24  con    0   1.0D+00   1.4D-01  2.072D+00  3.978D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 3.640E+01 seconds.

